Joe Ingles,2100000
Joe Johnson,22309344
Joel Anthony,2500000
Joel Embiid,4626960
Joey Dorsey,1015421
Joffrey Lauvergne,1709719
John Henson,2943220
John Holland,9266
John Jenkins,981349
John Wall,14728844
Johnny O'Bryant,845059
Jon Leuer,1035000
Jonas Jerebko,5000000
Jonas Valanciunas,4660482
Jonathan Holmes,100000
Jonathon Simmons,525093
Jordan Adams,1404600
Jordan Clarkson,845059
Jordan Farmar,2291455
Jordan Hamilton,119461
Jordan Hill,4000000
Jordan McRae,172971
Jordan Mickey,1170960
Jorge Gutierrez,300899
Jose Calderon,7402812
Jose Juan Barea,4290000
Joseph Young,1007026
Josh Huestis,1140240
Josh McRoberts,5543725
Josh Richardson,525093
Josh Smith,6830916
JR Smith,5000000
Jrue Holiday,11000000
Julius Randle,3132240
Justin Anderson,1449000
Justin Harper,99418
Justin Holiday,947276
Justise Winslow,2481720
Jusuf Nurkic,1842000
Karl-Anthony Towns,5703600
Kawhi Leonard,16407500
Keith Appling,61775
Kelly Olynyk,2165160
Kelly Oubre,1920240
Kemba Walker,12000000
Kendall Marshall,2144772
Kendrick Perkins,1499187
Kenneth Faried,11235955
Kent Bazemore,2000000
Kentavious Caldwell-Pope,2891760
Kevin Durant,21971850
Kevin Garnett,8500000
Kevin Love,19689000
Kevin Martin,7402474
Kevin Seraphin,2814000
Kevon Looney,1131960
Khris Middleton,14700000
Kirk Hinrich,2870000
KJ McDaniels,3189794
Klay Thompson,15501000
Kobe Bryant,25000000
Kosta Koufos,7700000
Kostas Papanikolaou,800320
Kris Humphries,4440000
Kristaps Porzingis,4131720
Kyle Anderson,1142880
Kyle Korver,5746479
Kyle Lowry,12000000
Kyle O'Quinn,3750000
Kyle Singler,4500000
Kyrie Irving,16407500
Lamar Patterson,525093
LaMarcus Aldridge,19689000
Lance Stephenson,9000000
Lance Thomas,1636842
Langston Galloway,845059
Larry Nance Jr,1155600
Larry Sanders,5000000
Lavoy Allen,3550000
Leandro Barbosa,2500000
LeBron James,22970500
Lorenzo Brown,222888
Louis Amundson,1700000
Louis Williams,7000000
Luc Mbah a Moute,1270964
Lucas Nogueira,1842000
Luis Montero,525093
Luis Scola,2900000
Luke Babbitt,1100602
Luol Deng,10151612
Manu Ginobili,2814000
Marc Gasol,19689000
Marcelo Huertas,525093
Marcin Gortat,11217391
Marco Belinelli,6060606
Marcus Morris,5000000
Marcus Smart,3431040
Marcus Thornton,1436891
Mario Chalmers,4300000
Mario Hezonja,3741480
Markel Brown,845059
Markieff Morris,8000000
Marreese Speights,3815500
Martell Webster,5713500
Marvin Williams,7000000
Mason Plumlee,1415520
Matt Barnes,3542500
Matt Bonner,1499187
Matthew Dellavedova,1347276
Maurice Ndour,525093
Maurice Williams,2100000
Metta World Peace,1499187
Meyers Leonard,3075879
Michael Beasley,306526
Michael Carter-Williams,2399040
Michael Frazier,525093
Michael Kidd-Gilchrist,6331403
Mike Conley,9680000
Mike Dunleavy,4837500
Mike Miller,4354127
Mike Muscala,947276
Mike Scott,3333333
Miles Plumlee,2109293
Mirza Teletovic,5500000
Mitch McGary,1463040
Moe Harkless,2894058
Monta Ellis,10300000
Montrezl Harrell,1000000
Myles Turner,2277960
Nate Robinson,26456
Nazr Mohammed,352749
Nemanja Bjelica,3950000
Nenê,13000000
Nerlens Noel,3457800
Nick Collison,3750000
Nick Johnson,845059
Nick Young,5219169
Nicolas Batum,11860750
Nik Stauskas,2869440
Nikola Jokic,1300000
Nikola Mirotic,5543725
Nikola Pekovic,12100000
Nikola Vucevic,11250000
Noah Vonleh,2637720
Norman Powell,650000
Norris Cole,3203780
OJ Mayo,8000000
Omer Asik,9213483
Omri Casspi,2836186
Orlando Johnson,111444
Otto Porter,4662960
Pablo Prigioni,1421348
Pat Connaughton,625093
Patrick Beverley,6486486
Patrick Mills,3200000
Patrick Patterson,6268675
Pau Gasol,7448760
Paul George,16900000
Paul Millsap,18671659
Paul Pierce,3376000
Perry Jones,2038206
Phil Pressey,1014142
Pierre Jackson,750000
PJ Hairston,1201440
PJ Tucker,5500000
Quincy Acy,981348
Quincy Miller,50000
Quincy Pondexter,3382023
Rajon Rondo,9500000
Rakeem Christmas,1007026
Ramon Sessions,2170465
Randy Foye,3135000
Rashad Vaughn,1733040
Rasual Butler,1499187
Raul Neto,840000
Ray McCallum,1076758
Raymond Felton,4540000
Reggie Bullock,1252400
Reggie Jackson,13913044
Richard Jefferson,1499187
Richaun Holmes,1075000
Ricky Rubio,12700000
RJ Hunter,1148640
Robert Covington,1000000
Robert Sacre,981358
Robin Lopez,12650000
Rodney Hood,1348440
Rodney Stuckey,7000000
Rondae Hollis-Jefferson,1335480
Ronnie Price,1499187
Roy Hibbert,15514031
Rudy Gay,12403101
Rudy Gobert,1175880
Russ Smith,845059
Russell Westbrook,16744218
Ryan Anderson,8500000
Ryan Hollins,615906
Ryan Kelly,1724250
Salah Mejri,525093
Sam Dekker,1646400
Samuel Dalembert,1499187
Sasha Kaun,1276000
Sasha Vujacic,1356146
Scottie Wilbekin,200000
Sean Kilpatrick,320594
Serge Ibaka,12250000
Sergey Karasev,1599840
Seth Curry,947276
Shabazz Muhammad,2056920
Shabazz Napier,1294440
Shane Larkin,1500000
Shaun Livingston,5543725
Shayne Whittington,845059
Shelvin Mack,2433333
Solomon Hill,1358880
Sonny Weems,2814000
Spencer Dinwiddie,845059
Spencer Hawes,5543725
Stanley Johnson,2841960
Stephen Curry,11370786
Steve Blake,2100000
Steve Novak,3758017
Steven Adams,2279040
Taj Gibson,8500000
Tarik Black,845059
Tayshaun Prince,1499187
Terrence Jones,2489529
Terrence Ross,3553917
Terry Rozier,1824360
Thabo Sefolosha,4000000
Thaddeus Young,11235955
Thanasis Antetokounmpo,30887
Thomas Robinson,981348
Tiago Splitter,8500000
Tibor Pleiss,2700000
Tim Duncan,5250000
Tim Frazier,989216
Tim Hardaway Jr,1304520
Timofey Mozgov,4950000
TJ McConnell,525093
TJ Warren,2041080
Tobias Harris,16000000
Toney Douglas,2971568
Tony Allen,5000000
Tony Parker,13437500
Tony Snell,1535880
Tony Wroten,2346760
Treveon Graham,525093
Trevor Ariza,8200000
Trevor Booker,4775000
Trey Burke,2658240
Trey Lyles,2239800
Tristan Thompson,14260000
Troy Daniels,947276
Ty Lawson,12444552
Tyler Ennis,1662360
Tyler Hansbrough,1185784
Tyler Johnson,845059
Tyler Zeller,2616975
Tyreke Evans,10734586
Tyson Chandler,13000000
Tyus Jones,1282080
Udonis Haslem,2854940
Victor Oladipo,5192520
Vince Carter,4088019
Walter Tavares,1000000
Wayne Ellington,1500000
Wesley Johnson,1100602
Wesley Matthews,16407500
Will Barton,3533333
Willie Cauley-Stein,3398280
Willie Reed,525093
Wilson Chandler,10449438
Xavier Munford,123548
Zach LaVine,2148360
Zach Randolph,10000000
Zaza Pachulia,5200000
Zoran Dragic,1756500
